Visit ID,Visit Date,Patient ID,Diagnosis Category,Diagnosis Sub Category,Treatment Category,Treatment Sub Category,New Patient,Consulting Physician,Patient Name,Patient Gender,Patient Age Range,Patient Blood Type,Patient Insurance Number,Patient Phone,Patient Address,Patient Occupation,Patient Emergency Contact
VXX529094,2018-06-04,PJJ010334,Cancer,Ovarian Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,False,Dr. Michelle Lamb,Jessica Greene,Female,51-64,O+,I259631794,016595729193,"Mülichenallee 568
39741 Melle","Chemist, analytical","Ryan Spencer, 016193933744."
VJT186105,2018-06-04,PKK602977,OB-Gyn/ Pregnancy,Female Breast Disorder,"Diagnostic Imaging, Screening and Testing",Mammography,False,Dr. James Barber,Victor Ellis,Female,51-64,O-,T198070032,016485788753,"Grit-Dippel-Platz 4/6
48533 Lichtenfels",Editorial assistant,"Eric Baker, 016033610516."
VLM829298,2018-06-04,PER489036,Mental,Eating Disorder,Mental Health Treatment,Partial Hospitalization,False,Dr. James Barber,Dr. Jamie Baker,Female,21-30,B+,P145381140,015530531591,"Fredi-Säuberlich-Allee 214
48141 Meißen",Telecommunications researcher,"Bryan Heath, 017004146025."
VGU350941,2018-06-04,PPP274546,Orthopedic/ Musculoskeletal,,Durable Medical Equipment,Braces,False,Dr. Jerry Daniels,Victoria Murphy,Male,21-30,O+,T912956078,017520979180,"Xaver-Losekann-Weg 965
14429 Neustrelitz","Optician, dispensing","Susan Lopez, 017006273324."
VOQ740074,2018-06-04,PJZ848816,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,False,Dr. James Barber,Hannah Kelley,Male,51-64,A+,U225485795,017423108137,"Ullmannweg 26
82008 Dachau",Brewing technologist,"Stephanie Boyd, 015784302931."
VIX588878,2018-06-04,PHV439637,Orthopedic/ Musculoskeletal,Back Pain,Emergency/Urgent Care,Emergency Room,False,Dr. Jerry Daniels,Amber Patton,Female,31-40,AB-,Private,016520698562,"Bodo-Ladeck-Allee 6
20842 Bützow",Print production planner,"Crystal Jennings, 017712541504."
VBO106369,2018-06-04,PBK902863,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Non-FDA Approved Use,False,Dr. Shelly Hunt,Stephanie Salazar,Female,51-64,B+,M352521060,016035933083,"Wolf-Rüdiger-Tlustek-Ring 7
29134 Bremervörde",Commercial horticulturist,"Derrick Richardson, 017109528118."
VEJ478433,2018-06-04,PCA928965,Endocrine/ Metabolic,Diabetes,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Alexandria Gaines,Michael Garcia,Female,51-64,AB+,P155523044,016675470763,"Karl-Heinz-Pieper-Allee 785
69983 Nördlingen","Engineer, automotive","Kevin Perry, 017464615931."
VNC798793,2018-06-04,PAP587444,Orthopedic/ Musculoskeletal,TMJ - Temporal Mandibular Joint,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. Jerry Daniels,Carolyn Johnson,Female,31-40,A-,R630520434,017788474157,"Henni-Hermighausen-Platz 6
15101 Bad Mergentheim",Advertising copywriter,"Teresa Rogers, 017846726524."
VOR853139,2018-06-04,PJL184150,Pediatrics,Delayed Speech,Rehabilitation Services - Outpatient,Speech Therapy,False,Dr. Jerry Daniels,Alexander Black,Male,0-10,O-,Private,016371935151,"Klaus Dieter-Gumprich-Allee 150
06548 Bruchsal",Farm manager,"Tammy Henry, 015266066312."
VWE645059,2018-06-04,PJI808895,Orthopedic/ Musculoskeletal,TMJ - Temporal Mandibular Joint,Dental/Orthodontic,,False,Dr. Shelly Hunt,Sherri Gray,Female,31-40,AB+,F331799519,015660521414,"Donata-Hande-Platz 5/2
66790 Torgau",Community pharmacist,"David Wilson, 015261977923."
VTY160305,2018-06-04,PSQ676749,Pediatrics,Developmental Delays/ Cognitive,Rehabilitation Services - Outpatient,Occupational Therapy,False,Dr. Michelle Lamb,Brent Hess,Female,0-10,B-,U933920679,016010107012,"Kitzmannallee 8
34192 Steinfurt",Fish farm manager,"Donald Jennings, 016098822494."
VNO724775,2018-06-05,PJH670242,Prevention/Good Health,,"Diagnostic Imaging, Screening and Testing",Lab Work,False,Dr. Shelly Hunt,Angelica Vincent,Female,41-50,A+,U701591846,015806473384,"Sibylle-Holsten-Weg 7/9
08592 Aachen",Warden/ranger,"Joseph Boyd, 017854063772."
VBF938876,2018-06-05,PBW142938,Vision,Strabismus,Vision,Vision Therapy,False,Dr. Shelly Hunt,Alexis Johnson,Other,0-10,B+,Private,015172165811,"Danilo-Walter-Allee 7
83260 Wertingen",Community pharmacist,"Victor Kane, 015808422582."
VKZ889101,2018-06-05,PDB455996,Orthopedic/ Musculoskeletal,,Rehabilitation Services - Skilled Nursing Facility - Inpatient,Inpatient Admission,False,Dr. Eddie Young,Christopher Williams,Female,51-64,AB+,Private,016951975501,"Fiebigplatz 5
26886 Fürstenwalde","Chemist, analytical","James Farrell, 015303912796."
VEV011534,2018-06-05,PJT615394,Cancer,Liver Cancer,Cancer Treatment,Radiation Oncology,False,Dr. Jerry Daniels,Melissa Malone,Male,51-64,O+,I775846265,015347653441,"Vinko-Fliegner-Allee 1/3
91084 Säckingen",Broadcast presenter,"Crystal Reilly, 017777313597."
VZF627632,2018-06-05,PQN863843,Mental,,Mental Health Treatment,Partial Hospitalization,False,Dr. Michelle Lamb,Robert Munoz,Male,41-50,A-,V450727357,016114403147,"Inna-Ritter-Allee 0/3
23031 Reutlingen",Academic librarian,"Nichole Barton, 015820756118."
VHA766535,2018-06-05,PEB490125,Infectious,Viral Infection,Mental Health Treatment,Cognitive Therapy,False,Dr. James Barber,William Hatfield,Female,51-64,O+,O303158174,015944738384,"Claus-Peter-Hänel-Gasse 063
14479 Lobenstein",Higher education lecturer,"Brandon Johnson, 017574448081."
VQB292836,2018-06-05,PDR068854,Prevention/Good Health,,"Diagnostic Imaging, Screening and Testing",Mammography,True,Dr. Jerry Daniels,Shelly Young,Female,41-50,AB-,T829459865,017528444006,"Mansallee 4/4
53228 Guben",Tax adviser,"Jasmine Davis, 016973665433."
VVL809842,2018-06-05,PWA584918,Genitourinary/ Kidney,Erectile Dysfunction,Pharmacy/Prescription Drugs,Treatment for Impotence,False,Dr. Jerry Daniels,Joseph Edwards,Other,0-10,AB+,S909656804,016097743539,"Manfred-Lachmann-Ring 38
30428 Göppingen",Data scientist,"Jesse Mercer, 015972598739."
VEU629947,2018-06-05,PQG382195,Orthopedic/ Musculoskeletal,,Orthopedic,Arthroscopy,False,Dr. Alexandria Gaines,Shelby Smith,Male,51-64,A+,D179142487,015098988652,"Fatma-Kambs-Platz 375
74062 Kronach",Facilities manager,"Kyle Walker, 016760337154."
VQF802907,2018-06-05,PJE879668,Orthopedic/ Musculoskeletal,Fracture,Pharmacy/Prescription Drugs,Hormones,False,Dr. Alexandria Gaines,Raymond Kirk,Female,51-64,B-,R600313712,017328142412,"Girschnergasse 3
03173 Beeskow","Producer, radio","Jaime Smith, 016064183400."
VIC717174,2018-06-05,PJP879724,Cancer,Breast Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,False,Dr. James Barber,Steven Chen,Female,51-64,AB+,G205556636,015991855559,"Frank-Michael-Mälzer-Gasse 3
63594 Husum",General practice doctor,"Patrick Flores, 017235577570."
VJP869436,2018-06-05,PWB776526,Prevention/Good Health,,"Diagnostic Imaging, Screening and Testing",Mammography,False,Dr. Shelly Hunt,Christopher Hall,Female,51-64,AB+,K526788738,016517176345,"Inge-Freudenberger-Ring 226
41215 Witzenhausen",Land/geomatics surveyor,"Eric Phelps, 015910001756."
VYM978039,2018-06-05,PBP875491,Cancer,Liver Cancer,Cancer Treatment,Radiation Oncology,False,Dr. Alexandria Gaines,Cody Woodward,Male,51-64,A-,W936208612,017951207101,"Fridolin-Söding-Weg 9
54055 Lüdenscheid","Editor, commissioning","Samantha Dougherty, 016667510066."
VGC660886,2018-06-05,PEA888154,Mental,Depression - Severe,Electrical/ Thermal/ Radiofreq. Interventions,Transcranial Magnetic Stimulation,False,Dr. Shelly Hunt,Bryan Rasmussen,Male,51-64,A+,V279457036,015837362675,"Zofia-Geisel-Gasse 0/2
83457 Eisenberg",Operations geologist,"Eric Lawson, 017569174876."
VPO341951,2018-06-05,PKB007446,Endocrine/ Metabolic,Diabetes,Durable Medical Equipment,Insulin Pump,False,Dr. Michelle Lamb,Christopher Stephenson,Female,41-50,A+,Z523592596,015855523927,"Mijo-Walter-Ring 004
67699 Sigmaringen",Sub,"Justin Wilkerson, 016750677569."
VOP078392,2018-06-06,PPC741275,Endocrine/ Metabolic,Gynecomastia,"Diagnostic Imaging, Screening and Testing",Biopsy,False,Dr. Jerry Daniels,Patrick Edwards,Male,10-20,AB-,Private,015937264932,"Birnbaumstr. 0
68867 Genthin",Theatre stage manager,"Jennifer Brooks, 016777730688."
VXB367209,2018-06-06,PDR456911,Respiratory System,Shortness of Breath,Emergency/Urgent Care,Ambulance/Transport,False,Dr. Shelly Hunt,James Garcia,Female,41-50,A-,P258844564,015225890000,"Ivana-Hartmann-Straße 423
60609 Kelheim",Museum/gallery curator,"Samantha Crawford, 017655423108."
VRS690156,2018-06-06,PGX313378,Endocrine/ Metabolic,Diabetes,Pain Management,Analgesic Prescription/Medication,False,Dr. Jerry Daniels,Jorge Leonard,Female,41-50,B-,C382434341,016455459665,"Marjan-Kaul-Weg 5
91460 Beilngries",Accommodation manager,"Larry Reyes, 015528377532."
VAF540707,2018-06-06,PNX702290,Cancer,Breast Cancer,"Diagnostic Imaging, Screening and Testing",Mammography,False,Dr. Jerry Daniels,David Gray,Female,65+,O+,I975515126,015007205910,"Antonietta-Sager-Straße 9/9
02509 Ebermannstadt",Mudlogger,"Lindsey Bowman, 016751986801."
VGP445253,2018-06-06,PZE408964,Mental,Eating Disorder,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. Michelle Lamb,Walter Roberts,Female,10-20,B+,J930517067,017669299898,"Wibke-Nette-Ring 3
05723 Herzberg",Metallurgist,"Michelle Patel, 015565647235."
VCH424078,2018-06-06,PSX306653,Central Nervous System/ Neuromuscular,Headache/Migraine,Acute Medical Services - Outpatient,,False,Dr. Jerry Daniels,Lisa Richardson,Female,31-40,B+,M992273956,016110263672,"Wielochstr. 5
92995 Darmstadt",Commissioning editor,"Karen Rhodes, 016159000452."
VQS223212,2018-06-06,PBS147898,Infectious,AIDS/HIV,Pharmacy/Prescription Drugs,Hormones,False,Dr. Jerry Daniels,Sandra Sims,Other,0-10,O+,T619277908,015262348182,"Rosenowgasse 3
35813 Parsberg","Education officer, museum","Anna Meyer, 015600808320."
VZP605230,2018-06-06,PRH033717,Autism Spectrum,Autism-PDD-NOS,,Speech Therapy,False,Dr. Jerry Daniels,Justin Jones,Male,0-10,O+,K793840081,016698012735,"Manuela-Boucsein-Allee 4/7
11099 Wolfenbüttel","Editor, commissioning","Randy Cole, 016464229506."
VLG329971,2018-06-06,PLA657113,Mental,Substance Abuse/ Addiction,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. Alexandria Gaines,Andrew Boyd,Male,51-64,B-,Q134488783,015792958213,"Heinz-Jürgen-Werner-Straße 914
16268 Mellrichstadt",Estate agent,"Jennifer Burns, 015434014115."
VMV659791,2018-06-06,PHH453768,Cancer,Breast Cancer,"Diagnostic Imaging, Screening and Testing",Lab Work,False,Dr. Jerry Daniels,David Clark,Female,51-64,B+,Private,015173626317,"Hornigallee 6/0
31499 Hainichen",Aid worker,"Hannah Frey, 016636726015."
VWR981374,2018-06-06,PYR197283,Orthopedic/ Musculoskeletal,,Pharmacy/Prescription Drugs,Arthritis Medications,False,Dr. James Barber,Tammy Lee,Female,51-64,A+,F627299696,015734067377,"Weißring 2/6
87548 Waren",Therapeutic radiographer,"Christine Gonzalez, 016732015141."
VEN755746,2018-06-06,PHV273026,Mental,Depression,Diagnostic/Physician Evaluation,Ongoing Out-Of-Network Treatment,False,Dr. Jerry Daniels,Thomas Jones,Female,51-64,A-,W186754127,016444427329,"Anita-Bähr-Allee 34
89247 Magdeburg",Careers adviser,"Nicholas Houston, 015362307385."
VCQ986623,2018-06-06,PWV532350,Central Nervous System/ Neuromuscular,Paralysis,Durable Medical Equipment,Electric Scooter,False,Dr. Michelle Lamb,Linda Jones,Male,65+,B+,D248090132,017503879284,"Albert-Aumann-Allee 90
87951 Olpe","Production assistant, radio","Terry Gonzalez, 015643966245."
VEB742262,2018-06-06,PVR897918,Central Nervous System/ Neuromuscular,Multiple Sclerosis,Diagnostic/Physician Evaluation,Out-Of-Network Referral,False,Dr. Michelle Lamb,Kathy Taylor,Other,0-10,A-,K568142178,017515202091,"Möchlichenweg 5/6
85853 Gotha",Ambulance person,"Natasha Kelly, 016759012508."
VSJ312817,2018-06-06,PFJ610217,Mental,Depression,Mental Health Treatment,Psychotherapy,False,Dr. Michelle Lamb,Jasmine Anderson,Female,10-20,O+,K512389964,015608715771,"Stadelmannweg 076
09122 Kelheim",Health and safety adviser,"James Smith, 017636636204."
VUH435569,2018-06-06,PVI269155,Endocrine/ Metabolic,Lipid Storage Disease,Pharmacy/Prescription Drugs,Cardiac Medications,False,Dr. Michelle Lamb,Amy Brown,Male,51-64,A-,R187180989,017934049966,"Langering 10
24157 Wetzlar","Buyer, retail","Rebecca Hicks, 016161374042."
VNQ775978,2018-06-06,PLB755414,Cancer,Renal Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,False,Dr. Michelle Lamb,Brianna Cordova,Male,51-64,A+,L493835561,015990487273,"Baldur-Hethur-Straße 8/1
17935 Neustadt am Rübenberge","Editor, film/video","Rodney Henry, 015873157153."
VAY683239,2018-06-06,PJN525020,Mental,Depression,Mental Health Treatment,Psychotherapy,False,Dr. Shelly Hunt,Bethany Lynch,Female,51-64,AB+,Q738557565,015456274271,"Roggestr. 6
52083 Roth",Ceramics designer,"Matthew House, 017787005711."
VJN154892,2018-06-07,PWD952725,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. Jerry Daniels,Richard Smith,Female,41-50,O-,W871259281,016357980447,"Paulo-Hermann-Weg 348
94085 Lübz",Estate manager/land agent,"Jeffrey Freeman, 015784410846."
VJZ342752,2018-06-07,PNE034189,Cancer,Prostate Cancer,Electrical/ Thermal/ Radiofreq. Interventions,Proton Beam Therapy,False,Dr. Eddie Young,Gabriel Smith,Male,51-64,O-,X151016669,016953173948,"Ritterweg 709
76516 Ilmenau",Make,"Lisa Bates, 017910688249."
VOE986623,2018-06-07,POU290554,Orthopedic/ Musculoskeletal,Vertebral Disc Problem,,,False,Dr. Jerry Daniels,Christopher Wright,Female,51-64,A-,Private,016362459109,"Alla-Eigenwillig-Allee 7
41229 Rostock",Fine artist,"Christine Harris, 016212697083."
VUO283895,2018-06-07,PED412671,Orthopedic/ Musculoskeletal,Osteoarthritis,Durable Medical Equipment,Wheelchair,False,Dr. Alexandria Gaines,Tiffany Wright,Female,51-64,A+,K735236017,017459156982,"Corinne-Heinrich-Gasse 6/8
73909 Goslar",Colour technologist,"Amy Jones, 016106717668."
VLA447276,2018-06-07,PYB126584,Central Nervous System/ Neuromuscular,,Chiropractic,,False,Dr. Alexandria Gaines,Miss Paige Gay DDS,Male,51-64,B-,Y464415351,016924673868,"Martin-Martin-Allee 4
56744 Eichstätt",Print production planner,"Donald Morrison, 016857404660."
VJO165281,2018-06-07,PHT906957,Orthopedic/ Musculoskeletal,Osteoarthritis,Orthopedic,Knee Replacement,False,Dr. Alexandria Gaines,Stephanie Foster,Female,51-64,A+,J187842110,016717988861,"Mattias-Striebitz-Weg 032
63772 Eilenburg","Scientist, research (physical sciences)","Marie Greene, 017356548478."
VAV012009,2018-06-07,PBY652653,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,False,Dr. James Barber,Tammy Herrera,Male,41-50,B-,Y119385987,015343192164,"Kreszenz-Löwer-Weg 3/5
71047 Badalzungen",Tour manager,"Darrell Wilson, 016912547813."
VCO129490,2018-06-07,PER120251,Mental,Depression,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. Eddie Young,Erin Olson,Other,0-10,O-,M994030830,016662744283,"Lorenz-Löchel-Gasse 391
78787 Erkelenz","Scientist, clinical (histocompatibility and immunogenetics)","Jeffrey Thomas, 017905321298."
VHA669464,2018-06-07,PNL157431,Orthopedic/ Musculoskeletal,Back Pain,Electrical/ Thermal/ Radiofreq. Interventions,IDET,False,Dr. Shelly Hunt,Bianca Miller,Other,0-10,A+,K128532260,015892143321,"Heringweg 5
18700 Steinfurt",Film/video editor,"Larry Dixon, 015881766968."
VPP531212,2018-06-07,PKZ894151,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. James Barber,Allison Fisher,Male,41-50,A+,E666668314,016843880255,"Gnatzring 3
80125 Ansbach",Media buyer,"Nicholas Holden, 017135422976."
VJS594047,2018-06-07,PMQ517652,Mental,Eating Disorder,Mental Health Treatment,Residential Treatment Center - Admission,True,Dr. Shelly Hunt,Lisa Riley,Female,21-30,B+,T514909673,015430366912,"Ruthild-Höfig-Allee 34
01017 Crailsheim",Industrial buyer,"Karen Price, 017210194651."
VJN479570,2018-06-07,PYJ182903,Cardiac/Circulatory,Chest pain,"Diagnostic Imaging, Screening and Testing",CT Scan,False,Dr. Alexandria Gaines,Justin Lee,Male,51-64,O-,P833267558,017122381452,"Iris-Dowerg-Straße 183
11361 Göppingen",Primary school teacher,"Tara Lawrence, 015149008666."
VHE159799,2018-06-07,PSE149796,Dental,Injury/ Trauma,Dental/Orthodontic,Endodontics/ Root Canal,False,Dr. Alexandria Gaines,Mrs. Elizabeth Arnold,Male,31-40,O+,P921114015,015599904908,"Fritz-Käster-Allee 20
40518 Jessen","Engineer, production","Amber Johnson, 017692079419."
VMI048803,2018-06-07,PZZ668936,Orthopedic/ Musculoskeletal,Osteoarthritis,Diagnostic/Physician Evaluation,Specialty Consultation Referral,False,Dr. Jerry Daniels,Hector Norman,Other,0-10,B-,B881703075,017455831754,"Ilonka-Bruder-Straße 84
75694 Oranienburg",Trade mark attorney,"Christopher Burke, 017167067195."
VLQ679124,2018-06-07,PRY083457,Central Nervous System/ Neuromuscular,Migraine,Pharmacy/Prescription Drugs,Analgesics,False,Dr. Shelly Hunt,Tyrone Patterson,Female,51-64,AB+,K969521443,015829585245,"Tamara-Lorch-Straße 0
94883 Neu-Ulm",Analytical chemist,"Linda Martinez, 016937890975."
VLU030148,2018-06-08,PQR579367,Pediatrics,Delayed Speech,Rehabilitation Services - Outpatient,Speech Therapy,False,Dr. Michelle Lamb,Dominique Smith,Male,0-10,A-,U231471752,016022050340,"Klemmring 207
11569 Ebersberg",Occupational hygienist,"George Gonzalez, 015303177551."
VGA728396,2018-06-08,PEA337816,Cardiac/Circulatory,Hypertension,"Diagnostic Imaging, Screening and Testing",CT Scan,False,Dr. Jerry Daniels,Lori Martin,Female,10-20,A+,G695585253,015189926994,"Karl-Friedrich-Dippel-Straße 1/5
56524 Zerbst",Clinical cytogeneticist,"Eric Martin, 016797867302."
VJO157556,2018-06-08,PGV844922,Cancer,Colon Cancer,Cancer Treatment,Chemotherapy,False,Dr. James Barber,Erika Steele,Female,65+,A-,K155565443,017513228724,"Hahnplatz 3
14048 Kötzting","Surveyor, commercial/residential","Eric Woods, 017301346422."
VAR153085,2018-06-08,PJP055523,Genitourinary/ Kidney,Interstitial Cystitis,Diagnostic/Physician Evaluation,Out-Of-Network Referral,False,Dr. Michelle Lamb,Jacob Ali,Male,41-50,AB-,Private,015397862314,"Koch IIstraße 8/1
73009 Havelberg","Engineer, automotive","Jeffrey Lindsey, 017268059625."
VBQ105321,2018-06-08,PSR066175,Cancer,Breast Cancer,Cancer Treatment,Surgery,False,Dr. Michelle Lamb,Robert Schmidt,Female,31-40,A+,Q916171098,016862763200,"Gretchen-Mies-Platz 385
23617 Ludwigslust","Chemist, analytical","Joy Roberson, 017242577013."
VHX951967,2018-06-08,PEI918635,Mental,Eating Disorder,Mental Health Treatment,Residential Treatment Center - Discharge,False,Dr. Eddie Young,Luis Hart,Female,10-20,B+,I141121011,017681927091,"Täscheplatz 580
94488 Grevesmühlen",Magazine features editor,"Elizabeth Copeland, 017261193811."
VMO206792,2018-06-08,PXF146067,Skin,Skin Ulcer,Pharmacy/Prescription Drugs,Skin Treatment,False,Dr. Eddie Young,Kayla Bautista,Male,51-64,AB-,R614296959,017595282472,"Carina-Preiß-Allee 8/8
93468 Ribnitz-Damgarten",Health service manager,"Lauren Johnson, 015212736927."
VVF617998,2018-06-08,PNC944683,Cardiac/Circulatory,Varicose Veins,Cardio Vascular,Vein Stripping,False,Dr. Jerry Daniels,Bryan Pope,Female,41-50,AB+,L990430146,017393346857,"Gunnar-Gute-Allee 609
74605 Kulmbach",Adult nurse,"Wesley Johnson, 015240568142."
VKR557419,2018-06-08,PRA229221,Mental,Eating Disorder,Mental Health Treatment,Behavioral Therapy,False,Dr. Shelly Hunt,Alexis Wolfe,Female,10-20,AB+,L724422615,015194387247,"Junckallee 95
91707 Tuttlingen",Jewellery designer,"Amanda Carrillo, 017175940430."
VSR854247,2018-06-08,PYW458235,Orthopedic/ Musculoskeletal,Back Pain,Pharmacy/Prescription Drugs,Analgesics,False,Dr. Alexandria Gaines,Brian Kim,Other,0-10,AB+,P682557810,017721322089,"Corinne-Franke-Gasse 4/2
62309 Bitterfeld","Buyer, retail","Thomas Cruz, 017801083027."
VEB913806,2018-06-08,PZL849569,Chronic Pain,,Pharmacy/Prescription Drugs,Analgesics,False,Dr. Michelle Lamb,Robert White,Female,41-50,A-,T265260318,017859018943,"Grein Grothplatz 3/1
29623 Hechingen",Dancer,"Heather Lynch, 017544394942."
VIB019260,2018-06-08,PTT515416,Central Nervous System/ Neuromuscular,Paralysis,Durable Medical Equipment,Electric Wheelchair,False,Dr. Eddie Young,Marcus Duncan,Female,21-30,O+,C842776672,017411445753,"Jenny-Trupp-Weg 8
71216 Roding",Trade mark attorney,"Michelle Novak, 016481990275."
